QuestionID,Questiontext,Questiontype,Correct Answer,QuestionBankCode,Randomize Answer Choices,# of Answer Choices,All of the Above,None of the Above,Answer 1,Answer 2,Answer 3,Answer 4,,,,,,Answer 10
522,Visual controls allow you to easily manage the process from your desk.,True or False,2,Standard Work - Leader,1,2,,,True,False,,,,,,,,
523,What are the leader’s responsibilities when it relates to visual controls? Select all that apply,Multiple Choice,4,Standard Work - Leader,1,4,,,Action Explanation 1,Severity Explanation 2,Compliance Explanation 3,Risk Explanation 4,,,,,,
524,The ease at which a leader can quickly grasp the situation during a gemba walk is directly related to the _________ of visual controls.,Multiple Choice,4,Standard Work - Leader,1,4,,,Severity Explanation 1,Risk Explanation 2,Compliance Explanation 3,Action Explanation 4,,,,,,
525,The Kamishibai Audit system is a simple check card system used for systematically reviewing critical items within the workplace area.,True or False,2,Standard Work - Leader,1,2,,,True,False,,,,,,,,
526,Only team leaders should use kamishibai cards to audit the workplace.,True or False,2,Standard Work - Leader,1,2,,,True,False,,,,,,,,
527,Kamishibai cards have two sides.,True or False,2,Standard Work - Leader,1,2,,,True,False,,,,,,,,
528,Daily accountability and discipline are at the heart of successful Leader Standard work system.,True or False,2,Standard Work - Leader,1,2,,,True,False,,,,,,,,
529,Daily “huddles” meetings should last no longer than _________ minutes.,Multiple Choice,4,Standard Work - Leader,1,4,,,Severity Explanation 1,Compliance Explanation 2,Action Explanation 3,Effect Explanation 4,,,,,,
530,A leader’s disciplined adherence to the process makes lean management work otherwise our lean system would fail.,True or False,2,Standard Work - Leader,1,2,,,True,False,,,,,,,,
531,TPM stands for Total Productive ____________________________ .,Multiple Choice,4,Total Productive Maintenance,1,4,,,Compliance Explanation 1,Effect Explanation 2,Risk Explanation 3,Action Explanation 4,,,,,,
532,"Done correctly, TPM will (select all that apply):",Multiple Choice,4,Total Productive Maintenance,1,4,,,Compliance Explanation 1,Severity Explanation 2,Effect Explanation 3,Risk Explanation 4,,,,,,
533,Which of the following is NOT a goal of TPM?,Multiple Choice,4,Total Productive Maintenance,1,4,,,Effect Explanation 1,Compliance Explanation 2,Risk Explanation 3,Action Explanation 4,,,,,,
534,It’s estimated that Contamination and Lack of Lubrication cause 75% of all equipment failures.,True or False,2,Total Productive Maintenance,1,2,,,True,False,,,,,,,,
535,OEE stands for Overall Equipment _________________ ?,Multiple Choice,4,Total Productive Maintenance,1,4,,,Action Explanation 1,Risk Explanation 2,Compliance Explanation 3,Effect Explanation 4,,,,,,
536,"Given Availability Loss=80%, Performance Loss=80%, and Quality Loss=80%, what is the OEE?",Multiple Choice,4,Total Productive Maintenance,1,4,,,Effect Explanation 1,Compliance Explanation 2,Risk Explanation 3,Severity Explanation 4,,,,,,
537,World class OEE is approximately _________________ ?,Multiple Choice,4,Total Productive Maintenance,1,4,,,Compliance Explanation 1,Effect Explanation 2,Action Explanation 3,Risk Explanation 4,,,,,,
538,Autonomous Maintenance occurs when operators and maintenance personnel __________ the responsibilities of maintaining the basic conditions of equipment.,Multiple Choice,4,Total Productive Maintenance,1,4,,,Severity Explanation 1,Risk Explanation 2,Action Explanation 3,Effect Explanation 4,,,,,,
539,It’s estimated that operators can detect 75% of all maintenance problems at their earliest stage.,True or False,2,Total Productive Maintenance,1,2,,,True,False,,,,,,,,
540,"At its most basic level the A3 is a single page report that's used to tell a story of how a problem or situation was improved by the methodical application of PDCA which, as we'll review shortly, stands for Plan, Do, Check, Act.",True or False,2,Problem Solving - A3,1,2,,,True,False,,,,,,,,
541,"Done correctly, the thinking that goes into creating an A3 allows a team to identify the most critical elements of a problem or situation by following the ____________ process.",Multiple Choice,4,Problem Solving - A3,1,4,,,Effect Explanation 1,Risk Explanation 2,Compliance Explanation 3,Action Explanation 4,,,,,,
542,"When creating A3s, we typically spend most of our time describing the problem and background while seeking to identify root causes.",True or False,2,Problem Solving - A3,1,2,,,True,False,,,,,,,,
543,"SMART goals are specific,___________ , attainable, realistic, and time bound.",Multiple Choice,4,Problem Solving - A3,1,4,,,Effect Explanation 1,Compliance Explanation 2,Action Explanation 3,Severity Explanation 4,,,,,,
544,What does PDCA stand for?,Multiple Choice,4,Problem Solving - A3,1,4,,,Compliance Explanation 1,Severity Explanation 2,Risk Explanation 3,Effect Explanation 4,,,,,,
545,It's important to realize that the format of the A3 is flexible but the A3 creation process is standard.,True or False,2,Problem Solving - A3,1,2,,,True,False,,,,,,,,
546,Some extremely strong lean thinking organizations use a two level approval process.,True or False,2,Problem Solving - A3,1,2,,,True,False,,,,,,,,
547,Which of the following situations can benefit from A3 Thinking? Please select all that apply.,Multiple Choice,4,Problem Solving - A3,1,4,,,Severity Explanation 1,Effect Explanation 2,Action Explanation 3,Risk Explanation 4,,,,,,
548,Lean is all about continuous improvement and respect for people.,True or False,2,Visual Management,1,2,,,True,False,,,,,,,,
549,"Once proven, and put into place, standard work should never be changed or modified.",True or False,2,Visual Management,1,2,,,True,False,,,,,,,,
550,________________ is one of the best ways to make standards and potential gaps visible.,Multiple Choice,4,Visual Management,1,4,,,Compliance Explanation 1,Risk Explanation 2,Effect Explanation 3,Action Explanation 4,,,,,,
551,Visual Management allows us to “manage with our eyes.”,True or False,2,Visual Management,1,2,,,True,False,,,,,,,,
552,Which of the following is not part of 5W1H?,Multiple Choice,4,Visual Management,1,4,,,Risk Explanation 1,Compliance Explanation 2,Action Explanation 3,Effect Explanation 4,,,,,,
553,The second step to visual management is to ____________________.,Multiple Choice,4,Visual Management,1,4,,,Effect Explanation 1,Compliance Explanation 2,Action Explanation 3,Severity Explanation 4,,,,,,
554,Visualization should usually be manual in nature.,True or False,2,Visual Management,1,2,,,True,False,,,,,,,,
555,A common method used by organizations just starting out with Visual Management is to create a ______________ in one work area.,Multiple Choice,4,Visual Management,1,4,,,Compliance Explanation 1,Severity Explanation 2,Action Explanation 3,Effect Explanation 4,,,,,,
556,When speaking about a company’s culture what phrase best describes visible artifacts?,Multiple Choice,4,Problem Solving - Kata,1,4,,,Compliance Explanation 1,Action Explanation 2,Severity Explanation 3,Effect Explanation 4,,,,,,
557,The routine patterns we repeat are the ones that become unconscious habits.,True or False,2,Problem Solving - Kata,1,2,,,True,False,,,,,,,,
558,Which of the following is NOT part of the 4-Step Improvement Kata?,Multiple Choice,4,Problem Solving - Kata,1,4,,,Effect Explanation 1,Severity Explanation 2,Risk Explanation 3,Compliance Explanation 4,,,,,,
559,When first learning to practice the Improvement Kata how long should the initial “Target Condition” take to reach?,Multiple Choice,4,Problem Solving - Kata,1,4,,,Risk Explanation 1,Compliance Explanation 2,Severity Explanation 3,Effect Explanation 4,,,,,,
560,What does the word kata mean?,Multiple Choice,4,Problem Solving - Kata,1,4,,,Compliance Explanation 1,Risk Explanation 2,Severity Explanation 3,Action Explanation 4,,,,,,
561,The Coaching Kata is a ___________ for learning to coach the Improvement Kata.,Multiple Choice,4,Problem Solving - Kata,1,4,,,Compliance Explanation 1,Effect Explanation 2,Action Explanation 3,Risk Explanation 4,,,,,,
562,If you want to learn any new skill which of the following items are required? Please select all that apply.,Multiple Choice,4,Problem Solving - Kata,1,4,,,Compliance Explanation 1,Severity Explanation 2,Action Explanation 3,Risk Explanation 4,,,,,,
563,The Toyota Kata hypothesis is that we can teach a rigorous problem-solving mindset through ____________.,Multiple Choice,4,Problem Solving - Kata,1,4,,,Effect Explanation 1,Risk Explanation 2,Severity Explanation 3,Action Explanation 4,,,,,,
564,One of management’s primary jobs is to guide how problems are solved.,True or False,2,Problem Solving - Kata,1,2,,,True,False,,,,,,,,
565,The primary purpose for “Grasping the Current Condition” is to answer the following question.,Multiple Choice,4,Problem Solving - Kata,1,4,,,Action Explanation 1,Severity Explanation 2,Compliance Explanation 3,Risk Explanation 4,,,,,,
566,Which of the following is NOT a purpose for “Grasping the Current Condition?”,Multiple Choice,4,Problem Solving - Kata,1,4,,,Risk Explanation 1,Action Explanation 2,Compliance Explanation 3,Effect Explanation 4,,,,,,
567,When “Grasping the Current Condition” we’re primarily concerned with the results of the process. We simply want to know how the process is performing over time.,True or False,2,Problem Solving - Kata,1,2,,,True,False,,,,,,,,
568,A ___________ helps us understand how work flows.,Multiple Choice,4,Problem Solving - Kata,1,4,,,Compliance Explanation 1,Action Explanation 2,Severity Explanation 3,Risk Explanation 4,,,,,,
569,A ___________ helps us understand timing and cycle variation.,Multiple Choice,4,Problem Solving - Kata,1,4,,,Compliance Explanation 1,Risk Explanation 2,Severity Explanation 3,Effect Explanation 4,,,,,,
570,Select the 3 elements of a Target Condition.,Multiple Choice,4,Problem Solving - Kata,1,4,,,Action Explanation 1,Compliance Explanation 2,Risk Explanation 3,Severity Explanation 4,,,,,,
571,Every Kata experiment has an obstacle as a target.,True or False,2,Problem Solving - Kata,1,2,,,True,False,,,,,,,,
572,The purpose of a Kata experiment is to _____________.,Multiple Choice,4,Problem Solving - Kata,1,4,,,Severity Explanation 1,Risk Explanation 2,Compliance Explanation 3,Effect Explanation 4,,,,,,
573,It’s important to run experiments as fast as possible even if it means things don’t get documented.,True or False,2,Problem Solving - Kata,1,2,,,True,False,,,,,,,,
574,A kata experiment that begins with the words “We’re trying to learn…” is perfectly acceptable.,True or False,2,Problem Solving - Kata,1,2,,,True,False,,,,,,,,
575,Toyota Kata is first and foremost a problem solving methodology.,True or False,2,Problem Solving - Kata,1,2,,,True,False,,,,,,,,
576,Job Relations is the TWI component that develops the skill of _________________.,Multiple Choice,4,TWI - Job Relations,1,4,,,Compliance Explanation 1,Effect Explanation 2,Risk Explanation 3,Action Explanation 4,,,,,,
577,"As defined in this JR course, a supervisor is anybody in charge of people or those who direct the work of others.",True or False,2,TWI - Job Relations,1,2,,,True,False,,,,,,,,
578,Which of the following is NOT one of the 5 needs of a supervisor?,Multiple Choice,4,TWI - Job Relations,1,4,,,Severity Explanation 1,Risk Explanation 2,Effect Explanation 3,Action Explanation 4,,,,,,
579,A supervisor meets his or her responsibilities through relationships with _______________.,Multiple Choice,4,TWI - Job Relations,1,4,,,Severity Explanation 1,Risk Explanation 2,Compliance Explanation 3,Effect Explanation 4,,,,,,
580,"Supervisors should provide feedback on a regular basis, even daily when appropriate.",True or False,2,TWI - Job Relations,1,2,,,True,False,,,,,,,,
581,These “foundations” can be used to prevent problems from occurring.,Multiple Choice,4,TWI - Job Relations,1,4,,,Action Explanation 1,Compliance Explanation 2,Severity Explanation 3,Risk Explanation 4,,,,,,
582,People must be treated as ___________________.,Multiple Choice,4,TWI - Job Relations,1,4,,,Compliance Explanation 1,Severity Explanation 2,Effect Explanation 3,Risk Explanation 4,,,,,,
583,A problem is anything an operator has to take action on.,True or False,2,TWI - Job Relations,1,2,,,True,False,,,,,,,,
584,The 4-step JR method consists of: Get the Facts Weigh & Decide Take Action ________________,Multiple Choice,4,TWI - Job Relations,1,4,,,Risk Explanation 1,Effect Explanation 2,Compliance Explanation 3,Action Explanation 4,,,,,,
585,Being “tipped off” is one of the ways problems come up.,True or False,2,TWI - Job Relations,1,2,,,True,False,,,,,,,,
586,Job Methods is the TWI component that trains leaders how to improve their _______________ through an easy to follow 4 step method.,Multiple Choice,4,TWI Job Methods,1,4,,,Action Explanation 1,Severity Explanation 2,Risk Explanation 3,Effect Explanation 4,,,,,,
587,Which of the following is NOT one of the 3 major types of work described in this course?,Multiple Choice,4,TWI Job Methods,1,4,,,Compliance Explanation 1,Risk Explanation 2,Severity Explanation 3,Action Explanation 4,,,,,,
588,The 4 Step Job Methods are: Break down the job Question every detail Develop the new method ___________________.,Multiple Choice,4,TWI Job Methods,1,4,,,Action Explanation 1,Effect Explanation 2,Severity Explanation 3,Compliance Explanation 4,,,,,,
589,When breaking down the job it’s important to list all details of the job exactly as it’s done by the present method.,True or False,2,TWI Job Methods,1,2,,,True,False,,,,,,,,
590,"When questioning every detail of a process we must understand WHY is it necessary, WHAT is its purpose and WHERE _____________?",Multiple Choice,4,TWI Job Methods,1,4,,,Severity Explanation 1,Effect Explanation 2,Action Explanation 3,Risk Explanation 4,,,,,,
591,The things we learn in step 2 of the JM method help us know what to develop in step 3.,True or False,2,TWI Job Methods,1,2,,,True,False,,,,,,,,
592,"During step 3 of the JM method we eliminate unnecessary details, _____________, rearrange for better sequence, and simplify all necessary details.",Multiple Choice,4,TWI Job Methods,1,4,,,Effect Explanation 1,Compliance Explanation 2,Severity Explanation 3,Risk Explanation 4,,,,,,
593,It’s better to design processes that only require one hand to do the work.,True or False,2,TWI Job Methods,1,2,,,True,False,,,,,,,,
594,Two human shortcomings that have stopped many new ideas from being implemented include resistance and resentment.,True or False,2,TWI Job Methods,1,2,,,True,False,,,,,,,,
595,The first thing we must do during step 4 of the JM method is to _______________.,Multiple Choice,4,TWI Job Methods,1,4,,,Severity Explanation 1,Effect Explanation 2,Action Explanation 3,Compliance Explanation 4,,,,,,
596,Job Instruction (JI) is best suited for experienced employees with extensive on the job experience.,True or False,2,TWI - Job Instruction,1,2,,,True,False,,,,,,,,
597,The _____________defines the important steps and key points of an operation.,Multiple Choice,4,TWI - Job Instruction,1,4,,,Severity Explanation 1,Compliance Explanation 2,Risk Explanation 3,Effect Explanation 4,,,,,,
598,Refers to the kind of information that makes your business different from all other businesses.,Multiple Choice,4,TWI - Job Instruction,1,4,,,Risk Explanation 1,Severity Explanation 2,Compliance Explanation 3,Action Explanation 4,,,,,,
599,The Skill in Leading helps leaders improve their ability to work with people.,True or False,2,TWI - Job Instruction,1,2,,,True,False,,,,,,,,
600,"The four basic steps of the JI method are first, prepare the learner. Second, present the operation. Third, try out performance. And fourth, ____________.",Multiple Choice,4,TWI - Job Instruction,1,4,,,Action Explanation 1,Severity Explanation 2,Effect Explanation 3,Compliance Explanation 4,,,,,,
601,Job Breakdowns should always be given to learners before training them so they can become familiar with the process.,True or False,2,TWI - Job Instruction,1,2,,,True,False,,,,,,,,
602,An _____________ is a logical segment of the operation when something happens to advance the work.,Multiple Choice,4,TWI - Job Instruction,1,4,,,Compliance Explanation 1,Risk Explanation 2,Action Explanation 3,Effect Explanation 4,,,,,,
603,"Key points are things that could injure the associate, make or break the job, or make the job easier to do.",True or False,2,TWI - Job Instruction,1,2,,,True,False,,,,,,,,
604,"The _____________ for the key points help the learner understand why the key points are necessary, making for a more effective training experience.",Multiple Choice,4,TWI - Job Instruction,1,4,,,Action Explanation 1,Effect Explanation 2,Compliance Explanation 3,Risk Explanation 4,,,,,,
605,The best way to create job breakdowns for long operations is to create a single breakdown with at least 30 important steps.,True or False,2,TWI - Job Instruction,1,2,,,True,False,,,,,,,,
606,Vapor from organic solvent is generally heavier than air.,True or False,2,Requirement,1,2,,,True,False,,,,,,,,
607,"Normally, paint doesn't include physically harmful substance so it isn't cause for any health and safety concerns.",True or False,2,Requirement,1,2,,,True,False,,,,,,,,
608,It is convenient and good to use resin containers for 20L thinner tanks,True or False,2,Requirement,1,2,,,True,False,,,,,,,,
609,It is ok to keep the power on when replacing fluorescent lights in the booth.,True or False,2,Requirement,1,2,,,True,False,,,,,,,,
610,Solvent with high flash point is more flammable than solvent with low flash point.,True or False,2,Requirement,1,2,,,True,False,,,,,,,,
611,Dust-proof masks are not effective for preventing poisoning from solvents.,True or False,2,Requirement,1,2,,,True,False,,,,,,,,
612,"Grounding line was off, but it was left as no obstacle to work.",True or False,2,Requirement,1,2,,,True,False,,,,,,,,
613,"Organic solvents aren't volatile, have a distinct smell and flammable",True or False,2,Requirement,1,2,,,True,False,,,,,,,,
614,"When adjusting robots, reciprocator, and painting devices, always use the safety key (lock out).",True or False,2,Requirement,1,2,,,True,False,,,,,,,,
615,Working with opening the neck of dust-proof waer .,True or False,2,Requirement,1,2,,,True,False,,,,,,,,
616,"Generally, the ideal electric charge amount of substrate to be painted is less than 500V.",True or False,2,Requirement,1,2,,,True,False,,,,,,,,
617,Pre-treatment (alcohol wipe) is normally done in one direction.,True or False,2,Requirement,1,2,,,True,False,,,,,,,,
618,"To prevent foreign matter attaching on substrate, the more you rub with your hand, the less dirt defect occurs.",True or False,2,Requirement,1,2,,,True,False,,,,,,,,
619,"As long as gloves are replaced regularly, there is no problem if they are dirty.",True or False,2,Requirement,1,2,,,True,False,,,,,,,,
620,You can use any kind of gloves as long as it doesn't affect the operation.,True or False,2,Requirement,1,2,,,True,False,,,,,,,,
621,Viscosity cups can either be clear or metallic and can be reused.,True or False,2,Requirement,1,2,,,True,False,,,,,,,,
622,It is ok to use lacquer thinner for thinning two-component urethane paint.,True or False,2,Requirement,1,2,,,True,False,,,,,,,,
623,Pot Life (Time for good use) means available time to use 2-coat paint.,True or False,2,Requirement,1,2,,,True,False,,,,,,,,
624,"For Iwata cup NK-II Viscosity cup, there is less variance when using AGG approved parts.",True or False,2,Requirement,1,2,,,True,False,,,,,,,,
625,Paint compounds should be done by weight ratio and viscosity should be measured.,True or False,2,Requirement,1,2,,,True,False,,,,,,,,
626,Mixing of two-component paint using hardeners can be done in any order.,True or False,2,Requirement,1,2,,,True,False,,,,,,,,
627,The viscosity in a two-component paint was found to be low so it was adjusted by adding the main agent.,True or False,2,Requirement,1,2,,,True,False,,,,,,,,
628,Paint should be mixed until there are no clumps on the tip of the mixing stick.,True or False,2,Requirement,1,2,,,True,False,,,,,,,,
629,"Solvent intravenous, Taping, and compound should be recorded at painting.",True or False,2,Requirement,1,2,,,True,False,,,,,,,,
630,Color confirmation should  be evaluated accurately with changing  view from left and right.,True or False,2,Requirement,1,2,,,True,False,,,,,,,,
631,It's better to pour with the specification label at the bottom when mixing paint.,True or False,2,Requirement,1,2,,,True,False,,,,,,,,
632,Iwata cup NK-2 is used for measuring the volume of paint.,True or False,2,Requirement,1,2,,,True,False,,,,,,,,
633,Retarder thinner comprises of solvent with high boiling point.,True or False,2,Requirement,1,2,,,True,False,,,,,,,,
634,Blushing is more likely to occur when temperature/humidity is low.,True or False,2,Requirement,1,2,,,True,False,,,,,,,,
635,"Generally, when spray painting, it is ideal to paint parts from a point close to you and away (near to far).",True or False,2,Requirement,1,2,,,True,False,,,,,,,,
636,The direction of the spray should be formed in an arch by using your wrists than at a right angle to the parts.,True or False,2,Requirement,1,2,,,True,False,,,,,,,,
637,"When turning the spray gun ON and OFF, it is better to turn OFF the spray gun above the overspray area",True or False,2,Requirement,1,2,,,True,False,,,,,,,,
638,"When the trigger of the spray gun is pulled, the paint comes out first then the air.",True or False,2,Requirement,1,2,,,True,False,,,,,,,,
639,Width of paint piling should be 1/3 of  paint length.,True or False,2,Requirement,1,2,,,True,False,,,,,,,,
640,"When spray painting a flat perpendicular surface, it is better in general to spray from bottom to top.",True or False,2,Requirement,1,2,,,True,False,,,,,,,,
641,It is OK that dust or paint sludge stick between air cap of spray gun and paint nozzle.,True or False,2,Requirement,1,2,,,True,False,,,,,,,,
642,Booths with supply and exhaust system shouldn't be operated from the exhaust side.,True or False,2,Requirement,1,2,,,True,False,,,,,,,,
643,The after cleaning check is easier done using a green light.,True or False,2,Requirement,1,2,,,True,False,,,,,,,,
644,Gun cap should be cleaned by metal brush.,True or False,2,Requirement,1,2,,,True,False,,,,,,,,
645,The reason paint may leak from the tip of the spray gun is because the air cap is clogged,True or False,2,Requirement,1,2,,,True,False,,,,,,,,
646,Static gun is used to remove electrostatic charge from substrate.,True or False,2,Requirement,1,2,,,True,False,,,,,,,,
647,Spray guns shouldn’t be dunked into the solvent when cleaning.,True or False,2,Requirement,1,2,,,True,False,,,,,,,,
648,Pressure control in paint booth will be adjusted by both intake and exhaust side.,True or False,2,Requirement,1,2,,,True,False,,,,,,,,
649,"Comparing 80-mesh and 120-mesh suction filters, 80-mesh is coarser.",True or False,2,Requirement,1,2,,,True,False,,,,,,,,
650,"Even if paint spills at  compounding, it is OK to wipe it off later",True or False,2,Requirement,1,2,,,True,False,,,,,,,,
651,Select the general effective option for Waki,Multiple Choice,4,Requirement,1,4,,,Action Explanation 1,Effect Explanation 2,Risk Explanation 3,Severity Explanation 4,,,,,,
652,Select the general effective option for Thin Paint,Multiple Choice,4,Requirement,1,4,,,Risk Explanation 1,Effect Explanation 2,Compliance Explanation 3,Action Explanation 4,,,,,,
653,Select the general effective option for Cross-Cut Test,Multiple Choice,4,Requirement,1,4,,,Severity Explanation 1,Compliance Explanation 2,Effect Explanation 3,Risk Explanation 4,,,,,,
654,Select the general effective option for Mottle,Multiple Choice,4,Requirement,1,4,,,Action Explanation 1,Severity Explanation 2,Effect Explanation 3,Compliance Explanation 4,,,,,,
655,Select the general effective option for Orange Peel,Multiple Choice,4,Requirement,1,4,,,Action Explanation 1,Compliance Explanation 2,Risk Explanation 3,Severity Explanation 4,,,,,,
656,These two principles make up the two pillars of the so-called “Lean House.” Select the two correct answers.,Multiple Choice,4,Core Knowledge,1,4,,,Severity Explanation 1,Risk Explanation 2,Compliance Explanation 3,Effect Explanation 4,,,,,,
657,Which of the following choices are jobs that the cleaner performs?,Multiple Choice,4,POP Part 1,1,4,,,Risk Explanation 1,Effect Explanation 2,Compliance Explanation 3,Action Explanation 4,,,,,,
658,What is the purpose of the etch tank?,Multiple Choice,4,POP Part 1,1,4,,,Severity Explanation 1,Compliance Explanation 2,Action Explanation 3,Effect Explanation 4,,,,,,
659,"If parts are coming out of the electroless nickel bath with areas that are duller than adjacent areas and/or there is poor adhesion in these areas, what might this be a symptom of?",Multiple Choice,4,POP Part 1,1,4,,,Compliance Explanation 1,Severity Explanation 2,Risk Explanation 3,Action Explanation 4,,,,,,
660,What might be the problem in the neutralizer tank if there is rack plating?,Multiple Choice,4,POP Part 1,1,4,,,Severity Explanation 1,Risk Explanation 2,Effect Explanation 3,Compliance Explanation 4,,,,,,
661,What is the purpose of the activator solution?,Multiple Choice,4,POP Part 1,1,4,,,Severity Explanation 1,Action Explanation 2,Effect Explanation 3,Compliance Explanation 4,,,,,,
662,"If the activator tank solution lacks a cloudiness, but is rather more transparent, what might that be a symptom of?",Multiple Choice,4,POP Part 1,1,4,,,Compliance Explanation 1,Severity Explanation 2,Action Explanation 3,Effect Explanation 4,,,,,,
663,What might be the best tank to investigate if you find skip plate on any area of the part?,Multiple Choice,4,POP Part 1,1,4,,,Risk Explanation 1,Severity Explanation 2,Effect Explanation 3,Action Explanation 4,,,,,,
664,What is one of the most important functions of the MACuplex J-63 component?,Multiple Choice,4,POP Part 1,1,4,,,Effect Explanation 1,Action Explanation 2,Severity Explanation 3,Risk Explanation 4,,,,,,
665,What might be wrong with the EN bath if the process is found to be too active?,Multiple Choice,4,POP Part 1,1,4,,,Risk Explanation 1,Action Explanation 2,Effect Explanation 3,Severity Explanation 4,,,,,,
666,"If the immersion copper tank produces parts that do not have a uniform color, what might be the issue?",Multiple Choice,4,POP Part 1,1,4,,,Action Explanation 1,Effect Explanation 2,Risk Explanation 3,Severity Explanation 4,,,,,,
667,What is the point of the copper strike? Why not just go from the immersion copper tank to the regular acid copper plating tank?,Multiple Choice,4,POP Part 2,1,4,,,Compliance Explanation 1,Effect Explanation 2,Severity Explanation 3,Risk Explanation 4,,,,,,
668,"If you find pits generating out of the acid copper plated layer, what might be the most likely problem?",Multiple Choice,4,POP Part 2,1,4,,,Effect Explanation 1,Compliance Explanation 2,Risk Explanation 3,Action Explanation 4,,,,,,
669,What is the main purpose of the semi-bright nickel layer?,Multiple Choice,4,POP Part 2,1,4,,,Action Explanation 1,Effect Explanation 2,Risk Explanation 3,Compliance Explanation 4,,,,,,
670,What might be the reason why a bright nickel deposit lacks leveling and brightness?,Multiple Choice,4,POP Part 2,1,4,,,Severity Explanation 1,Effect Explanation 2,Action Explanation 3,Compliance Explanation 4,,,,,,
671,What is the purpose of the MP (microporous) nickel deposit?,Multiple Choice,4,POP Part 2,1,4,,,Effect Explanation 1,Severity Explanation 2,Action Explanation 3,Compliance Explanation 4,,,,,,
672,"If the bright chrome has a whitewash appearance, what might be the reason for this, among the six reasons given?",Multiple Choice,4,POP Part 2,1,4,,,Action Explanation 1,Effect Explanation 2,Compliance Explanation 3,Severity Explanation 4,,,,,,
673,"If the etch produced a good pattern, but there are bare spots on the part, what might this most likely be due to?",Multiple Choice,4,POP Part 2,1,4,,,Risk Explanation 1,Severity Explanation 2,Compliance Explanation 3,Action Explanation 4,,,,,,
674,What are some of the primary causes of bright spots in the satin nickel or Pearlbrite tank and how can you go about fixing them?,Multiple Choice,4,POP Part 2,1,4,,,Severity Explanation 1,Risk Explanation 2,Action Explanation 3,Compliance Explanation 4,,,,,,
675,"If volcano pits are discovered on a part, what is the most likely reason for this defect?",Multiple Choice,4,POP Part 2,1,4,,,Compliance Explanation 1,Action Explanation 2,Risk Explanation 3,Effect Explanation 4,,,,,,
676,Where does star dust oftentimes generate?,Multiple Choice,4,POP Part 2,1,4,,,Severity Explanation 1,Compliance Explanation 2,Effect Explanation 3,Risk Explanation 4,,,,,,
677,"<p><strong><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif"">Abnormal handling procedures </span></span></strong></p> <p><img src=""https://AGGu.stage.sumtotal.host/Core/836.sumtfile"" /></p>",Multiple Choice,4,AH,1,4,,,Action Explanation 1,Risk Explanation 2,Compliance Explanation 3,Severity Explanation 4,,,,,,
